# Pathway	La100_cat_Abundance	La101_cat_Abundance	La102_cat_Abundance	La103_cat_Abundance	La104_cat_Abundance	La105_cat_Abundance	La106_cat_Abundance	La107_cat_Abundance	La108_cat_Abundance	La109_cat_Abundance	La110_cat_Abundance	La111_cat_Abundance	La112_cat_Abundance	La113_cat_Abundance	La114_cat_Abundance	La115_cat_Abundance	La116_cat_Abundance	La117_cat_Abundance	La118_cat_Abundance	La119_cat_Abundance	La120_cat_Abundance	La121_cat_Abundance	La122_cat_Abundance	La123_cat_Abundance	La124_cat_Abundance	La34_cat_Abundance	La35_cat_Abundance	La36_cat_Abundance	La37_cat_Abundance	La38_cat_Abundance	La39_cat_Abundance	La40_cat_Abundance	La41_cat_Abundance	La42_cat_Abundance	La43_cat_Abundance	La44_cat_Abundance	La46_cat_Abundance	La47_cat_Abundance	La48_cat_Abundance	La49_cat_Abundance	La51_cat_Abundance	La52_cat_Abundance	La53_cat_Abundance	La55_cat_Abundance	La56_cat_Abundance	La57_cat_Abundance	La58_cat_Abundance	La59_cat_Abundance	La60_cat_Abundance	La61_cat_Abundance	La62_cat_Abundance	La63_cat_Abundance	La64_cat_Abundance	La65_cat_Abundance	La66_cat_Abundance	La67_cat_Abundance	La69_cat_Abundance	La70_cat_Abundance	La74_cat_Abundance	La75_cat_Abundance	La76_cat_Abundance	La78_cat_Abundance	La79_cat_Abundance	La80_cat_Abundance	La81_cat_Abundance	La82_cat_Abundance	La83_cat_Abundance	La84_cat_Abundance	La85_cat_Abundance	La86_cat_Abundance	La87_cat_Abundance	La88_cat_Abundance	La90_cat_Abundance	La91_cat_Abundance	La92_cat_Abundance	La93_cat_Abundance	La94_cat_Abundance	La95_cat_Abundance	La96_cat_Abundance	La97_cat_Abundance	La99_cat_Abundance	Lasse20_cat_Abundance	Lasse25_cat_Abundance	Lasse9_cat_Abundance
PWY-6803: phosphatidylcholine acyl editing	0	17.1515192514	0	0	40.0759850481	0	176.0292878797	0	31.7319856925	0	0	23.1063317665	0	0	0	23.7639986844	0	9.7222222222	8.0696426814	0	0	0	0	0	20.8996150493	0	0	0	0	0	20.1840078768	0	31.3524507885	0	0	0	0	0	0	0	0	0	8.0969966930	22.8824083607	10.2864196857	84.3247860604	0	22.9533098029	0	0	0	0	0	36.1291086696	0	0	0	0	0	14.5871229912	37.1432958162	0	13.1367118322	0	0	0	0	7.8352168182	39.9033612496	18.9510021611	0	11.6515747193	10.8769022765	0	0	0	0	0	34.6700387909	0	0	0	0	0
PWY-6823: molybdopterin biosynthesis	0	0	0	15.0613894900	0	160.5287406324	477.8824116500	12.5951782794	0	0	359.2221816928	22.9014996899	74.4057856057	0	0	0	0	36.5924789766	28.3018092642	0	0	0	0	0	23.0035366024	0	0	8.9965577373	0	0	0	30.8236229005	97.6165076951	65.0497251527	27.5835940457	9.6418159339	16.1828802715	0	10.3781178758	6.2366759953	0	0	0	0	0	77.4312553005	0	9.9530882960	0	10.4941914819	0	0	0	33.5143670283	0	10.8902130467	0	831.7556274040	0	0	149.0633279517	0	0	57.6440809389	0	0	11.6901277380	0	10.4799962244	0	0	0	0	0	0	0	0	0	2066.2965502933	0	8.6960297228	0	0	0
PWY-6859: all-trans-farnesol biosynthesis	0	0	0	0	6.6259776887	0	261.9285308407	29.0539199818	9.4471513610	0	1151.2176130712	8.1892304941	45.6078001399	0	0	0	0	29.2236101351	24.8169351697	0	0	6.9279072698	59.7737593466	0	30.3483739717	0	0	0	0	0	0	6.5520123852	16.6994302859	0	0	0	0	0	0	0	0	0	6.7872110671	0	14.2867697325	7.4915001191	0	9.9025337061	0	0	0	0	0	21.4699424091	0	9.3347854211	0	0	8.1414468531	0	105.0505099781	0	0	47.5742575941	0	0	17.3604058511	7.2043424551	0	0	0	0	0	0	8.1337017546	0	0	0	666.5694308341	0	8.3806314065	0	0	0
PWY-6876: isopropanol biosynthesis (engineered)	0	0	0	0	0	0	0	12.2427433284	0	0	18.7296190938	0	12.1315048241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	28.1891569181	0	0	0	0	0	770.1872369271	30.1488555417	0	0	110.8380368417	17.7114245889	96.3918818522	0	0	0	0	75.2928957423	42.2117911064	0	0	0	0	0	0	25.1816958478	0	12.4524172635	0	8.8359682653	119.7927240857	12.0730767260	40.3567102972	0	21.9273672604	0	0	27.6779311550	24.6993211274	0	0	0	0	0	0	150.5183266090	0	40.9623322336	0	8.8494829992	0	0	0	155.3451093068	0	0	0	138.5313546805	0	0	120.9654513350	0	0	55.7732649257	0	0	15.0465108542	0	68.0503222271	0	0	0	0	0	0	0	0	0	241.4098596983	58.8781142589	0	0	0	0
PWY-6897: thiamine diphosphate salvage II	0	0	0	0	12.7956731355	0	935.1485120621	40.0760662536	25.9942830784	20.5190066781	187.0479649602	59.5885482250	108.5510308371	0	0	0	0	92.2276607248	64.2582777819	13.1633154836	0	11.4943598310	18.2746161614	0	0	32.1640284257	0	0	10.5874772548	14.3852757253	138.8341543147	14.4278748048	30.8532739427	58.2227873306	25.9541977390	55.8985325772	45.4021489960	31.8737291418	21.7445937674	47.8630602164	17.7835835197	21.3520237800	0	29.3036428652	17.9656951251	142.7881731120	6.7370654792	41.9839395541	8.2860259292	8.3815030086	0	0	0	145.5409964713	29.0010499112	0	0	160.8102506329	0	20.1282607395	146.4579547854	0	24.2937400458	74.5981492117	0	0	18.2523362403	11.1170614951	68.0333783782	17.6407974052	0	0	0	0	0	0	0	14.6349256052	898.6736031963	63.2190492529	15.5985765441	0	0	0
PWY-6901: superpathway of glucose and xylose degradation	0	27.0378761893	0	55.5140278754	0	161.0728685345	1219.1414393856	101.0771268550	37.4841826658	0	613.7304205400	35.0045260225	170.4397387702	0	0	0	0	192.0952263491	138.4978650198	0	0	0	48.2571411127	0	0	0	0	0	0	0	73.7384630981	0	36.1506501041	0	95.3307763012	0	68.5518270652	58.7567426671	26.6302829619	0	36.9575088664	0	0	43.0834909969	48.1183722172	138.1618771361	36.7188674663	61.1052565926	0	35.6998396484	0	0	0	340.5836804342	0	0	0	1228.2549681749	0	56.1124003120	125.1834308509	28.8440792720	23.9926305175	0	0	0	58.9503133909	14.6919995611	52.1312713566	19.1976579870	0	20.1971178926	0	0	0	0	0	0	2615.1405689567	37.7621210866	13.0594471559	0	0	0
PWY-6902: chitin degradation II (Vibrio)	12.7343155298	0	0	92.6777542946	0	0	34.0951075321	14.8454457230	14.9333727221	0	0	0	0	19.2944775278	36.6092147316	5.3322313720	0	11.4262651010	0	0	0	0	0	0	0	0	0	0	0	13.1340921082	13.2804569880	0	4.8725618529	0	23.5695888702	9.2918051259	0	39.5576308094	24.2656375250	0	0	10.2692655913	0	21.6523651726	20.9645230262	0	0	0	0	0	15.3739009519	10.6410015701	0	71.3325243385	0	0	0	21.4943880246	0	0	0	14.7702651665	0	0	0	0	0	0	38.3232211329	43.2077609956	4.7501631613	0	0	0	0	0	18.8950158095	0	131.5990560161	0	0	0	10.9469851284	0
PWY-6906: chitin derivatives degradation	0	0	0	0	0	0	83.1771698333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.3122631893	0	21.3298722144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6922: L-N&delta;-acetylornithine biosynthesis	0	0	0	0	0	0	72.5859994402	0	0	0	0	37.9761439840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3572383210	0	0	0	0	0	0	0	0	0	0	0	16.3839944548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis (plants)	22.6788531102	0	17.9240946337	0	0	0	697.5134741180	31.9204082821	6.9050661220	24.0044891363	1046.8680534244	0	35.8221104211	0	0	0	0	107.9179102258	102.4019265285	0	0	0	93.0349312742	0	17.5333287362	11.3185644277	10.9244622090	78.8402191563	0	0	274.2507902100	47.0939110542	7.0183993681	87.5539471846	91.3790377507	0	247.4912505458	25.6304413106	73.9253609198	59.0055855063	58.2837374920	20.8305581063	0	24.8118312849	155.6175614382	94.9156734920	0	43.7957814665	20.7891846800	0	0	13.2033991000	0	142.1741631116	0	26.2067114371	0	607.7952849745	65.8203482021	31.3072516243	104.6648495215	28.6132705507	31.3636459500	95.5095603032	0	11.3207429189	118.3688761643	40.9320608564	81.5770408708	14.2183601575	0	0	7.7569036812	15.3858735957	0	0	35.7255441408	0	1660.5265022571	33.4200213334	39.7055777608	0	0	116.4713156566
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	0	0	0	0	0	0	30.9247809573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.9509890669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	0	0	0	0	0	0	32.0414738612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.2340324935	0	0	0	0	0	17.8903698066	0	0	67.6486368751	0	0	20.0476737995	0	0	0	0	63.7171825779	0	0	0	21.6733990720	0	0	0	38.2018994857	5.8105975764	0	0	15.0091130031	0	0	0	0	0	0	0	0	0	0	0	18.7420395681	0	0	0	0	0	0	29.5876904833	0	16.8565339861	0	0	0	0	0
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	187.3605757489	0	0	19.0126777356	0	0	132.1844463196	23.5877494695	16.1922657369	73.2068369661	1072.1514808844	46.8216800627	124.7845743777	0	34.9407475308	0	0	0	0	0	0	0	48.3324089270	0	48.5512766959	0	0	0	16.6497886508	0	0	0	0	0	23.2542589708	0	55.8523513831	0	0	0	0	0	0	0	0	128.8640773959	20.1466999632	21.9522764874	0	0	0	0	0	106.1695582538	0	0	0	480.9026242385	15.1862304031	252.4853643752	438.3625227899	0	25.0136474521	132.9696103844	0	0	15.0049905351	44.6440829464	237.6588483092	18.7772699193	0	0	0	0	0	0	0	0	220.7765436259	0	90.0244920236	0	0	0
PWY-6992: 1,5-anhydrofructose degradation	0	0	0	0	0	0	387.4939763739	0	0	0	197.0337227705	0	0	0	0	0	0	0	0	0	21.2653309036	0	0	0	0	0	0	0	7.8913182920	0	6.8872701891	0	7.2218320812	0	31.5602976985	7.5781428502	0	23.0019276334	12.2438945702	0	0	0	0	18.4882383438	0	22.2212655535	27.3578084250	0	0	0	0	0	0	62.7551472023	0	0	0	689.0594541165	0	0	51.7097536340	8.6274732151	0	0	0	0	22.2087017636	0	26.9654698450	0	0	0	0	0	0	0	0	0	55.3343089657	12.9326715174	0	0	0	0
PWY-7013: (S)-propane-1,2-diol degradation	45.2514183171	0	0	367.3195504982	84.5319426321	18.7756860495	1292.3689463065	116.8851821890	126.0022632592	149.7437891373	2246.1006889712	108.9164318707	520.2482611494	74.3287142099	67.8489074751	0	13.1231499570	131.2293497515	140.1077184687	13.1218661912	97.0047804598	8.9542022073	115.3377293472	0	61.7466586014	42.0376310547	0	0	0	0	607.9884051895	45.4161750201	17.2297222460	159.4171790202	567.4248820377	97.4607510591	95.3642128597	32.9556893554	46.2824554809	0	70.8103856509	39.7577853274	8.8351043240	115.9342827892	47.6593302228	0	0	106.0424926697	87.7812245036	91.0212208864	0	11.8670678021	0	88.8241333404	21.2539508901	209.2520912687	0	0	49.3384206702	905.1335705555	1342.1635636583	29.2070901663	21.5914852787	84.1894729105	0	0	9.6279670186	0	37.4429259876	7.7405218077	0	0	0	0	0	13.0565445516	30.0725277405	24.3923280879	2303.3759157769	231.8712504019	123.9467878679	117.7340962974	55.9296660401	80.7559963020
PWY-702: L-methionine biosynthesis II	51.3829307660	10.1495752570	14.8062352527	46.0859727251	0	0	678.3389451623	34.2053329385	14.4084199741	19.4594346773	1245.4137651124	43.8258712058	33.8208049712	0	44.4145479586	0	0	85.8144333821	102.9879790272	0	7.9019222983	8.6064232843	67.6727930124	0	16.2329918096	13.0484808058	0	91.0933627568	0	22.0925437101	178.3578010550	80.9537882953	48.1298516253	66.0622850107	84.1597861340	18.1921153253	60.4570916356	52.2646275389	47.4915749197	0	0	47.0711211748	0	54.3576204573	86.9928054175	143.5877624097	0	54.0757014495	15.6610597375	12.7984248093	0	31.4906955065	0	122.0229230912	0	24.6941825234	0	155.3884738926	71.6709411967	30.9660435150	104.0864235211	17.3405537144	0	58.3025293237	0	0	80.8509523133	36.1321359630	62.1319771988	67.7102318560	7.3611073654	20.3502933834	11.6532334459	21.7794307013	7.2615062310	0	27.5569910600	0	1021.5484773605	41.1412901603	58.2663431764	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)	73.3672082136	44.2665377059	24.3051097851	138.5056026662	30.1508525292	68.0709769600	4906.5334747235	145.7049825315	125.8879655643	106.9524105435	2871.9075696697	87.9300149210	297.7958443525	25.3945133227	70.7943747098	44.1044405729	18.1491758245	254.7047882008	256.6418456105	11.8523341025	0	45.8034021485	105.3139572131	0	43.9257340458	256.9918912930	33.6212839778	54.2864576306	29.9658906066	33.5502599656	334.1930155816	254.6183651174	88.5401858968	125.5787137846	309.6218488566	115.1369535211	475.8834033215	150.3229292158	91.2008623835	55.5497269770	13.9735649252	23.4595169313	0	151.1574759043	176.4854523789	66.4809245482	41.9515027948	143.6245638710	57.9100796564	46.7638205869	0	0	0	600.4927111263	0	163.6875328961	19.1954741956	1265.1081080576	71.2913689678	170.9329353513	388.9130977138	0	26.8721591495	131.3535821832	3.0615495720	0	107.3262516668	17.5453011483	238.5067692452	39.9003560882	0	22.4352958107	0	19.3294395564	24.6844718483	0	40.9774361734	0	5119.6856179268	312.5887610656	87.0235617033	23.4334325480	16.7281137676	78.3451426159
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	0	0	0	0	0	0	183.1528685989	0	11.8249471791	0	44.3001962136	0	0	0	0	0	0	50.5151262899	22.8484557318	0	0	0	0	0	0	0	0	0	0	0	0	0	33.9241871036	0	34.7579852960	0	23.2869142104	30.2676972290	0	0	0	0	0	0	0	86.5196452547	0	0	0	0	0	12.2811204520	0	54.9376294558	0	0	0	0	21.4174812699	17.0801470847	0	0	0	0	0	0	0	0	27.9806008840	0	0	0	0	0	0	0	0	0	80.6707554849	0	12.9274886178	0	0	0
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	50.0491112702	0	0	0	0	0	349.0619027539	31.1474811864	29.1925742430	0	482.9589152908	13.3547307167	0	0	0	0	16.8062098108	46.4826730582	33.0582055463	0	0	0	0	0	66.7456436489	0	0	0	0	0	29.2445392014	64.8866361249	91.4857904659	0	50.0205147150	0	55.3743275412	42.8342328980	26.9316861394	10.2215451575	0	0	0	15.0829613928	0	134.8736410008	0	0	0	14.7606378933	0	27.5269934350	0	88.2846793992	0	0	0	58.2072002779	10.8454775748	0	147.6846781631	0	0	41.2583600885	0	0	0	12.8968831165	29.9854002281	30.5090053896	0	7.0170470986	0	0	0	0	0	0	120.7767007156	34.9376482432	14.5465241181	0	0	0
PWY-7118: chitin deacetylation	0	0	0	0	0	0	99.5807757668	0	6.8165139635	10.1141637218	14.0854722512	0	0	0	0	0	0	10.6306076686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.7601588497	0	31.8761390543	0	0	47.9277729138	0	0	0	33.0564715194	8.3572584584	0	43.5361971011	61.5762920649	0	0	0	0	0	6.7370617795	0	81.0970499412	19.8378478166	8.7754260056	0	0	27.7851478882	0	0	13.9573768533	0	0	0	0	0	0	0	63.1919022701	0	0	0	0	0	36.4571190820	0	0	31.8344679797	0	0	0	0	0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0	14.2976162694	0	0	0	25.0826865397	228.6866555355	68.0027677516	0	0	0	0	42.5228505567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.9789564815	0	0	15.4607360894	0	0	18.2173051644	0	0	30.8852445146	23.9142959021	0	0	282.8711860033	0	0	0	0	0	0	0	62.1936941954	0	0	0	63.4660817164	46.5982083367	0	0	21.7785102869	0	0	0	0	11.2199605459	0	48.0854145002	0	0	13.4376682865	11.4240011648	0	0	0	0	0	65.0220080952	0	27.3099541871	0	0	0
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0	0	0	0	0	0	133.4851475390	0	0	0	23.4992975439	0	0	0	0	0	0	29.3666608490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.3701003881	0	0	0	0	0	0	0	0	0	0	0	0	186.4799597100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0475956555	0	0	0	0	0	0	22.7826010612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	0	0	0	0	0	0	0	0	0	0	43.5087266334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.1351468274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	0	9.2602096947	9.6533932509	101.8861156842	0	188.6321322182	1075.0174593033	121.4320671820	139.6085860224	60.0174418825	1781.1464230711	114.8774255643	513.2683647312	0	0	0	0	64.2583235970	29.9013279826	0	8.9149495851	31.6994091371	57.9717869715	19.9951429253	51.4281252948	22.3015640243	0	56.9984091421	0	19.9063846737	91.0945086408	141.1823728679	128.5498051097	95.8491857142	91.8015410787	70.4930628823	158.9853158818	40.9607544541	36.9314827345	59.9317647468	34.8904525587	29.0338338214	17.2465995406	60.3690758794	93.8795793345	255.1683266793	9.0725030471	43.5020329654	27.7263487741	0	0	8.8554623316	0	263.6259186595	0	58.5347844781	8.8975090064	956.3864304589	59.1214541992	85.1255235525	578.3493284590	18.1221072163	25.0204289435	34.9152716127	11.0998012699	25.5624432081	89.6193100089	30.8865633891	29.4386144939	63.6039959795	15.8940392036	9.7512783032	36.3289524023	0	0	15.4917353492	0	0	3762.1342015832	214.3126773286	98.8349628971	24.6432362019	40.8654642494	0
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	0	12.3697649461	0	0	0	0	139.0659146733	0	30.9916079022	24.8389687778	590.1108908290	21.3255116563	34.4760321035	0	0	0	0	14.3410116939	0	0	0	0	13.3767997104	0	0	11.2587624498	0	0	0	0	0	0	28.1959974462	0	0	0	14.6189358292	0	7.3065564111	0	0	0	20.8615139962	0	0	0	0	21.4309864496	0	0	0	0	0	49.4584594464	0	43.6072511199	0	397.6321382430	0	0	45.2683880843	0	16.2813622931	0	0	0	0	0	26.7075173101	0	0	12.3958060624	0	0	0	0	0	0	491.4004739695	0	0	0	0	0
PWY-7199: pyrimidine deoxyribonucleosides salvage	0	0	0	87.1218267301	0	125.0663561549	760.3758305162	34.7515000921	55.6024322463	11.9164449652	998.5796969395	73.6887226712	241.6090604950	17.5973386000	31.8628334675	0	0	77.9080906524	47.3144800809	0	13.5526444309	11.1799061564	42.3237036173	0	27.2517852042	23.6238674661	12.0067319660	6.4461097156	0	13.1793976275	97.6313761613	47.6383425950	61.7208221578	28.1467503197	84.5183779450	10.0207952349	19.0750137193	0	7.9950417516	23.6637825727	0	22.3259947211	0	19.4316672054	19.9961263281	21.2222746187	22.3617896995	24.1700926834	0	0	0	0	0	173.5111975213	0	38.8297425497	0	1523.8186410269	29.1265515844	50.6947062590	348.2478435374	0	13.4139503939	136.2908687189	0	0	39.8677277376	19.3555700432	45.2972279070	0	0	0	0	0	0	0	0	0	1163.4067285712	113.3212479290	78.7549427109	9.7258875489	0	0
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0	0	0	0	0	0	35.6801743060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.8287337491	0	0	0	0	0	0	0	22.1735533362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7208: superpathway of pyrimidine nucleobases salvage	150.6836614608	24.6687503714	0	170.7974792221	25.0984373800	245.1483877463	3805.5347451039	220.0202335648	193.6660625870	163.7758126728	2139.9492191606	114.8126629117	529.9928114818	28.4292600080	32.2140929057	19.5160011383	24.6214730859	379.6872676039	223.9903202676	0	54.4346230925	49.2375545061	266.7984514933	25.2299121017	192.8351433776	50.4780980588	28.2013042138	65.4782990726	0	40.9188729608	417.3639865281	29.7853208840	361.2493150786	90.9887029470	269.1181581255	17.2020100096	293.8584945131	72.8332687975	41.0566509592	37.0464965411	58.9198331883	41.5728000975	24.8346164182	116.7358372054	150.2708920910	616.2633153458	70.7954603602	135.5859036573	83.7310026827	8.8378138962	0	0	0	503.9184288743	0	170.1740704064	0	2101.1043424963	87.1666637132	193.4796651285	919.1980612693	14.2070102777	29.5433949341	297.6584093306	0	26.3329704404	145.4526836208	40.4443087643	316.0945729311	49.9753989304	0	22.6991985828	26.8665154925	8.3369696649	14.2793338703	0	0	7.7647713773	6322.0929163768	534.2493948766	189.7704531808	22.6195057572	47.2258592831	44.3512048175
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	0	14.5123116539	0	0	0	0	184.2693811793	0	0	0	0	0	47.3106853427	0	0	0	0	0	0	0	0	0	0	22.8284796627	0	0	0	0	0	0	0	0	44.8504506295	0	0	0	0	0	11.4220663662	0	0	0	25.4998901863	0	0	0	0	0	0	0	0	0	0	68.1881811535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.2347397971	11.5450840679	40.0091380611	0	0	0	0	0	0	0	0	0	0	0
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0	14.7295773175	0	0	0	0	379.8921473403	0	0	0	0	0	28.7891066369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.8467490659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.6601291818	0	0	0	0	0	0	0	17.5525775556	0	0	0	0	19.8191112224	0	0	0	0	0	0	0	0	0	0	0	115.1913956826	0	0	0	0	0
PWY-7218: photosynthetic 3-hydroxybutanoate biosynthesis (engineered)	0	0	0	0	0	0	0	0	0	0	19.2731370946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	290.1206219003	11.1003247998	11.3537439407	109.0474378600	9.8040993622	429.7715829482	4350.0409659789	379.7198101426	279.1926530077	124.9445802880	3445.6194455000	178.6003904311	184.5577002318	22.8528922497	72.3595331285	43.7034270198	26.6578754133	191.3335357138	137.4039878177	34.9335831206	72.6642968294	60.9280120229	250.9648266952	56.6840755573	187.9748998481	33.0398823902	9.6862142544	64.3691203245	22.7371865810	41.7975797546	259.3137126234	284.4390177514	398.8957745076	106.6855842125	133.7763744668	79.2969957215	60.5208738655	67.3972461354	60.0173313662	76.6099753510	139.6606347698	93.0466280887	37.6587574010	135.0357725340	138.0849525286	834.8338596302	109.5092260862	52.2868174294	35.7225528505	0	0	20.4343016244	36.1727166678	582.7038699990	35.5224228785	142.7165986576	0	4547.8612117866	84.0820614920	105.0539178554	763.4199550024	53.5010498421	29.5936101270	433.6143410756	15.2632139994	22.2542793174	393.7768260582	43.6816877022	327.2617794798	182.7570524584	28.4866220383	33.1953769446	95.1784737760	25.0702770969	15.4303508103	75.8386394764	18.0871543577	40.0870341947	5504.4793552837	506.2124041961	170.2042371014	38.9502190158	39.9096995620	77.2831252704
PWY-7221: guanosine ribonucleotides de novo biosynthesis	416.9917379386	21.0482884334	10.6374095836	481.1921065796	69.8167826096	250.3802513018	7255.9454727158	395.0973148471	394.3395192977	215.6766755986	4894.6476024306	386.2607006520	1367.4508567648	61.1769834465	164.4839214518	41.3326909315	71.4345937943	401.8521974332	318.7156225969	38.3126051666	96.9976171860	95.9857506420	290.8056546811	102.9222416956	221.6016884120	230.2167550857	64.2704850118	89.5334371479	57.4489415144	82.4930935131	572.8711522353	295.5261688617	387.7061986566	165.6259780072	208.9440165772	163.0158442523	610.4863894314	83.9847481512	120.6307149733	98.6434636771	132.4935558654	134.0603696757	32.3107787454	201.7745600774	244.4249469769	790.8213924689	122.8752763380	172.3163860115	135.4905722993	33.6560381912	0	18.6527966829	47.4102591237	1330.4444676233	0	220.3346147414	24.0546921272	3530.8196935823	86.9588413119	257.5110098863	973.3948412188	67.6703607431	37.8592294177	433.0919997418	16.4203606065	35.5112099068	329.9708889453	75.4785910620	565.3495639611	118.3735865225	0	37.8534196546	26.0344895800	30.3704193946	20.1606741550	39.5866298322	33.0879615332	31.2121975487	10022.8580163108	840.7173731606	328.0021866498	62.3465517426	85.6798521880	75.6523920865
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	290.1206219003	11.1003247998	11.3537439407	109.0474378600	9.8040993622	429.7715829482	4350.0409659789	379.7198101426	279.1926530077	124.9445802880	3445.6194455000	178.6003904311	184.5577002318	22.8528922497	72.3595331285	43.7034270198	26.6578754133	191.3335357138	137.4039878177	34.9335831206	72.6642968294	60.9280120229	250.9648266952	56.6840755573	187.9748998481	33.0398823902	9.6862142544	64.3691203245	22.7371865810	41.7975797546	259.3137126234	284.4390177514	398.8957745076	106.6855842125	133.7763744668	79.2969957215	60.5208738655	67.3972461354	60.0173313662	76.6099753510	139.6606347698	93.0466280887	37.6587574010	135.0357725340	138.0849525286	834.8338596302	109.5092260862	52.2868174294	35.7225528505	0	0	20.4343016244	36.1727166678	582.7038699990	35.5224228785	142.7165986576	0	4547.8612117866	84.0820614920	105.0539178554	763.4199550024	53.5010498421	29.5936101270	433.6143410756	15.2632139994	22.2542793174	393.7768260582	43.6816877022	327.2617794798	182.7570524584	28.4866220383	33.1953769446	95.1784737760	25.0702770969	15.4303508103	75.8386394764	18.0871543577	40.0870341947	5504.4793552837	506.2124041961	170.2042371014	38.9502190158	39.9096995620	77.2831252704
