# Pathway	La100_cat_Coverage	La101_cat_Coverage	La102_cat_Coverage	La103_cat_Coverage	La104_cat_Coverage	La105_cat_Coverage	La106_cat_Coverage	La107_cat_Coverage	La108_cat_Coverage	La109_cat_Coverage	La110_cat_Coverage	La111_cat_Coverage	La112_cat_Coverage	La113_cat_Coverage	La114_cat_Coverage	La115_cat_Coverage	La116_cat_Coverage	La117_cat_Coverage	La118_cat_Coverage	La119_cat_Coverage	La120_cat_Coverage	La121_cat_Coverage	La122_cat_Coverage	La123_cat_Coverage	La124_cat_Coverage	La34_cat_Coverage	La35_cat_Coverage	La36_cat_Coverage	La37_cat_Coverage	La38_cat_Coverage	La39_cat_Coverage	La40_cat_Coverage	La41_cat_Coverage	La42_cat_Coverage	La43_cat_Coverage	La44_cat_Coverage	La46_cat_Coverage	La47_cat_Coverage	La48_cat_Coverage	La49_cat_Coverage	La51_cat_Coverage	La52_cat_Coverage	La53_cat_Coverage	La55_cat_Coverage	La56_cat_Coverage	La57_cat_Coverage	La58_cat_Coverage	La59_cat_Coverage	La60_cat_Coverage	La61_cat_Coverage	La62_cat_Coverage	La63_cat_Coverage	La64_cat_Coverage	La65_cat_Coverage	La66_cat_Coverage	La67_cat_Coverage	La69_cat_Coverage	La70_cat_Coverage	La74_cat_Coverage	La75_cat_Coverage	La76_cat_Coverage	La78_cat_Coverage	La79_cat_Coverage	La80_cat_Coverage	La81_cat_Coverage	La82_cat_Coverage	La83_cat_Coverage	La84_cat_Coverage	La85_cat_Coverage	La86_cat_Coverage	La87_cat_Coverage	La88_cat_Coverage	La90_cat_Coverage	La91_cat_Coverage	La92_cat_Coverage	La93_cat_Coverage	La94_cat_Coverage	La95_cat_Coverage	La96_cat_Coverage	La97_cat_Coverage	La99_cat_Coverage	Lasse20_cat_Coverage	Lasse25_cat_Coverage	Lasse9_cat_Coverage
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	0	0.0000022149	0	0	0	0.0000000000	0.0000000000	0.0000304282	0.0000000043	0.0000412196	0	0	0.0000000000	0	0.0415647112	0	0	0.1427557217	0.3472928336	0	0	0.0003056245	0	0	0	0.0006562371	0	0	0.0035435066	0.0042211810	0.0000000002	0.0000000000	0.0565244570	0	0	0	0.0000000017	0.0226171921	0.1555503329	0	0.0374524730	0.0000728087	0.0310163313	0.0000000000	0.0000000000	0.7870059578	0	0.0000598151	0.0000028237	0	0	0	0	0.0000008080	0	0.0001355995	0.3469444281	0.0000000000	0	0	0	0	0	0.0000800721	0	0	0.0012296932	0.0000025629	0.0000000001	0	0	0	0	0	0	0	0.0024863654	0	0.0000000000	0.0000000072	0.0000000000	0	0	0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0.0000000000	0.0013860948	0.0000000000	0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000330	0.0000000000	0.0000000000	0.0000000000	0	0.0000080197	0.0001025184	0.0042763460	0.0000000000	0.0000000100	0	0	0.0000000017	0.0000000000	0	0	0.0000000068	0	0	0.0006478531	0.0358379543	0.0000000000	0.0000000000	0.0000000092	0	0.0000032744	0.0000000000	0.0000000000	0.2683542927	0.0388964582	0.0000001277	0.1726564828	0.0000008955	0.0000407200	0.0000000000	0.0012634680	0.0000000030	0.0000004727	0.0000031795	0.0000000000	0.0000054809	0.0983195184	0	0	0.0000000000	0.3117309187	0.0000000000	0.0215791461	0.0000000000	0	0	0.0000000000	0	0	0.0000000000	0	0	0.0000000022	0.0000963949	0.0000000000	0.0000000000	0	0	0.0000192548	0	0.0000000260	0	0.0006534341	0	0.0000000000	0.0000000000	0.0000000000	0	0	0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0.0981559235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0.3272369531	0.0530332933	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0.0679902838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Peptoniphilus.s__Peptoniphilus_lacrimalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000004847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	0	0.0000022149	0	0	0	0.0000000000	0.0000000000	0.0000304282	0.0000000043	0.0000412196	0	0	0.0000000000	0	0.0415647112	0	0	0.1427557217	0.3472928336	0	0	0.0003056245	0	0	0	0.0006562371	0	0	0.0035435066	0.0042211810	0.0000000002	0.0000000000	0.0565244570	0	0	0	0.0000000017	0.0226171921	0.1555503329	0	0.0374524730	0.0000728087	0.0310163313	0.0000000000	0.0000000000	0.7870059578	0	0.0000598151	0.0000028237	0	0	0	0	0.0000008080	0	0.0001355995	0.3469444281	0.0000000000	0	0	0	0	0	0.0000800721	0	0	0.0012296932	0.0000025629	0.0000000001	0	0	0	0	0	0	0	0.0024863654	0	0.0000000000	0.0000000072	0.0000000000	0	0	0
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	0.0000000004	0	0	0	0	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0	0	0	0	0.0000000000	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0.0000000000	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0.0000000000	0	0.0000000000	0	0	0	0.0000000000	0.0000000000	0	0	0.0000000000	0	0	0	0	0	0.0000019044	0	0	0	0	0	0	0	0	0.0000000000	0	0.0000000000	0	0	0
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|unclassified	0	0	0	0	0	0	0.0000000000	0	0	0	0.0000000000	0	0.0000000000	0	0	0	0	0.0000000000	0	0	0	0	0	0	0.0000056301	0	0	0	0	0	0.0000014636	0	0.0000070229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0.0000000000	0	0	0	0.0001821191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0
PWY66-389: phytol degradation	0	0	0	0	0.0000420533	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0	0	0	0	0	0.0000000748	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0.0000000000	0.0000000000	0	0	0	0	0	0	0.0000035610	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0.0000000000	0	0	0	0.0000000000	0.0005052816	0	0.0000000000	0	0	0	0	0	0	0.0000000466	0	0.0000016611	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0
PWY66-389: phytol degradation|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-389: phytol degradation|g__Micrococcus.s__Micrococcus_luteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0886148233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-389: phytol degradation|unclassified	0	0	0	0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0	0	0	0	0	0.0011608514	0	0	0	0	0	0	0	0	0.0011990425	0	0	0	0	0	0.0000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026733446	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	0	0	0	0	0	0	0.0000000000	0	0	0	0.0000000000	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0.0000003557	0.0000000000	0	0	0	0	0	0	0	0	0	0.0000000000	0.0000000000	0	0	0	0
PWY66-399: gluconeogenesis III	0.0000000000	0	0	0	0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000045	0.0000001042	0	0	0	0	0	0	0	0	0.0000000000	0	0	0.2730789470	0	0	0	0	0	0.0000000000	0.0000000000	0	0	0.0000000000	0.0000000000	0.0000000000	0	0.0000000446	0	0	0.0000000013	0	0	0	0	0	0.0000000000	0	0	0	0	0	0.0000000000	0	0	0	0.0000342833	0.0000023145	0.0011287304	0.0000000000	0	0.0003335872	0.2966191074	0	0.6112516689	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0.0000000000	0.0000000000	0.0358294918	0.1829817514	0	0.0000000089
PWY66-399: gluconeogenesis III|unclassified	0.0000000174	0	0	0	0	0	0.0000000000	0	0.0000000841	0	0.0000000000	0.0023103539	0.0001049359	0	0	0	0	0	0	0	0	0	0	0	0.0000466159	0	0	0	0	0	0.0000000000	0	0	0	0.0000000000	0.0015655822	0.0000000000	0	0	0	0	0.0000003869	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0.9943284064	0	0.0000000001	0.0000000047	0	0	0	0	0	0	0	0.0000003997	0	0	0	0	0	0	0	0	0	0.0000000000	0.0000000000	0.8848787393	0	0	0
PWY66-409: superpathway of purine nucleotide salvage	0	0	0	0	0	0	0.0000000000	0.0000000000	0	0	0.0000000000	0.0385507818	0.0000000000	0	0	0.0000003599	0	0.0000000000	0.0000000000	0	0	0	0	0.0001108532	0.0000000000	0.0000000000	0	0.0024853331	0	0.0631288300	0	0	0.0000000028	0.0000000004	0.0000000000	0	0	0	0.0002327534	0	0	0	0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000012	0	0	0	0	0	0	0	0	0	0.0000000000	0.1079929148	0	0.0000000000	0	0	0.0000000000	0	0	0.0000000761	0.0000000027	0.0000000000	0	0	0	0	0	0	0	0	0	0.0000000000	0.0000000000	0	0	0.0000016757	0
PWY66-409: superpathway of purine nucleotide salvage|g__Cutibacterium.s__Cutibacterium_acnes	0	0	0	0	0	0	0.0000109764	0	0	0	0	0.1740644183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0289544397	0.0005654552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-409: superpathway of purine nucleotide salvage|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-409: superpathway of purine nucleotide salvage|g__Micrococcus.s__Micrococcus_luteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0539317668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-409: superpathway of purine nucleotide salvage|g__Mycobacteroides.s__Mycobacteroides_abscessus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2076138809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-409: superpathway of purine nucleotide salvage|unclassified	0	0	0	0	0	0	0.0000000000	0.0000000056	0	0	0.0000000000	0.0000000018	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0078038720	0	0	0	0	0	0.0011779167	0	0	0	0	0	0	0	0.0000011219	0.0001455054	0	0	0	0	0	0	0	0	0	0.0000762422	0	0	0	0	0	0.0000000446	0	0	0.0017251132	0.0134836482	0.0000000001	0	0	0	0	0	0	0	0	0	0.0000000000	0.0000000000	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	1.0000000000	0.8780950239	0.0000153036	0.0432076321	0.0000862409	0.2274905802	1.0000000000	1.0000000000	0.9999999249	0.3017460151	1.0000000000	0.0000000000	0.0000000000	0	0	0.3751318563	0.0003047838	0.1232254390	0.9999997630	0.3453951026	0.6356861246	0.1349304362	0.9999999991	0.0000829286	0.9998733677	1.0000000000	0.9539361379	0.0381588948	0.9999987096	0.0000124593	0.8470744116	0.9514830279	0.9999658041	0.0009126660	0.9999999889	0.0229820189	0.0028372653	0.2708090957	0.9571669082	0.2056619615	0.9819324508	0.0007109604	0.6026137770	1.0000000000	1.0000000000	0.9999995598	0.3200342373	0.0000000766	0	0.0007197782	0.5965120586	0.2859556254	0.8128159689	1.0000000000	0.0000032479	0.0000000001	0	1.0000000000	0.0000451317	0.7923200531	0.9979722513	0.6495368388	0.7702016511	1.0000000000	0.8206928235	0.0164774937	0.9992939903	0.9992340291	0.9738070400	0.0085884407	0	0.0000779697	0.0010799015	0	0.7807796755	0.0039145402	0	0	1.0000000000	1.0000000000	0.0012421429	0.1465485696	0.0000781328	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0.0000000107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1328639067	0	0.1824468632	0	0	0.0237157037	0	0	0.0000307372	0.7417902087	0	0.1092578613	0	0	0.0630076241	0	0	0	0	0.3956275095	0	0	0	0	0	0	0	0.2885087597	0.9970899758	0	0	0	0	0	0.1995322546	0.4231965327	0	0	0	0	0	0.0288929507	0	0	0	0	0	0	0	0	0	0	0	0.9722079184	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0	0	0	0	0.6809272163	0	0	0	0	0	0	0	0	0	0	0	0.5857181769	0	0	0	0	0	0	0	0	0.9515510528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5793201397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9959042570	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0.1323695757	0	0	0.2584495755	0	0	0	0	0	0	0	0	0	0	0	0.5512682392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8705822299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0	0	0.9866747551	0	0	0	0.4395416369	0	0	0	0	0	0.0487967378	0	0	0	0.1275804640	0	0.3181106778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3785396802	0	0	0	0.0251862301	0	0	0	0	0	0.8940246200	0	0.5467871651	0	0	0	0	0	0.0237819437	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_nordii	0.4068726412	0	0	0	0	0	0	0	0	0	0	0	0.0354437728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7131593805	0	0	0	0	0	0	0.6878593777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0.4107795184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5581901487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000019456	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_salyersiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7192136470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.0000022168	0	0	0	0	0	0	0	0	0	0.9999999983	0	0.2902301551	0	0	0	0.1232124571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0959402997	0	0	0	0	0	0	0	0	0.9882896365	0	0	0	1.0000000000	0	0	0	0	0	0.1677002812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0.9995075751	0.0020050568	0	0	0.0019330470	0	0.0000161985	0	0	0	0	0.6770232339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158262867	0	0	0	0	0	0	0	0	0.1659675212	0	0	0	0	0	0	0	0.5553753132	0.9953297602	0	0	0	0.0314724398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0354363300	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0.0651240359	0	0	0.4929551363	0	0	0	0.9999845640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4572814212	0	0	0	0	0	0	0.0512590555	0	0	0	0	0	0.3650502200	0	0	0	0	0	0	0	0	0	0	0	0.2589217916	0.9978166125	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Blautia.s__Blautia_obeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000383906	0	0	0	0.0061490710	0	0	0	0	0	0	0	0	0	0.8661560513	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2121103203	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Blautia.s__Blautia_wexlerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000013293	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0725167964	0	0	0	0	0	0	0	0	0.0003596661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143469530	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Campylobacter.s__Campylobacter_ureolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8453667216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9992742476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Catenibacterium.s__Catenibacterium_mitsuokai	0	0	0	0	0	0	0.0916430985	0	0	0	0	0	0.6254476776	0	0	0	0	0.0000068321	0.0000000254	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0600048735	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Clostridioides.s__Clostridioides_difficile	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0.0000989219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Coprobacter.s__Coprobacter_fastidiosus	0	0	0	0	0	0	0	0	0	0	0.7746699732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Dorea.s__Dorea_formicigenerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9999718456	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0.1947685714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0642891768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5080706223	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Eggerthella.s__Eggerthella_lenta	0	0	0	0	0	0	0.0538722396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0.3248198461	1.0000000000	0.9999995651	0.6244135588	0	0	0	0	0	0	0	0	0.0002337545	0.9999537786	0	0	0	0	0	0	0	0	0	0.1151411327	0	0	0	0.9999999666	0	0	0	0	0	0	0	0	0	0	0	0	0.9907389703	0	0	0	0	0	0	0	0.0549677211	0	0	0	0	0	0	0	0	0	0.9000174786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1494533982	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Eubacterium.s__Eubacterium_ramulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0516260326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Fusobacterium.s__Fusobacterium_necrophorum	0.8208936023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Hungatella.s__Hungatella_hathewayi	0	0	0	0	0	0	0.3252504320	0	0	0	0.0890906412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0.9876514323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2054067129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Leptotrichia.s__Leptotrichia_hofstadii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127787130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
